author_type,district,floor,floors_count,kitchen_meters,living_meters,price,rooms_count,street,total_meters,underground,year_of_construction
real_estate_agent,Октябрьский,5.0,9.0,6.0,17.0,4700000.0,1.0,Московская ,29.6,Речной вокзал,2020
real_estate_agent,Кировский,3.0,5.0,6.0,19.0,4700000.0,1.0,Новогодняя ,30.7,Студенческая,2017
real_estate_agent,Кировский,12.0,17.0,11.1,16.4,4700000.0,1.0, Петухова,39.4,Площадь Маркса,2016
real_estate_agent,Центральный,2.0,5.0,6.0,17.0,4700000.0,1.0,Красный проспект,28.6,Красный Проспект,1965
real_estate_agent,Заельцовский,3.0,5.0,12.2,13.4,4700000.0,1.0,Кубовая ,34.5,Заельцовская,2022
real_estate_agent,Ленинский,2.0,18.0,4.2,22.2,4700000.0,1.0, Пархоменко,26.4,Площадь Маркса,2018
real_estate_agent,Кировский,13.0,17.0,12.0,13.0,4700000.0,1.0,Бронная ,41.0,Площадь Маркса,2023
real_estate_agent,Октябрьский,2.0,10.0,11.0,18.0,4700000.0,1.0, Виталия Потылицына,42.0,Золотая Нива,2020
real_estate_agent,Заельцовский,10.0,17.0,4.420000000000001,17.680000000000003,4700000.0,1.0, Аэропорт,22.1,Заельцовская,2023
real_estate_agent,Калининский,1.0,17.0,9.1,11.7,4700000.0,1.0,Игарская ,28.7,Заельцовская,2017
real_estate_agent,Ленинский,5.0,10.0,8.4,18.0,4700000.0,1.0, Титова,37.1,Площадь Маркса,2012
real_estate_agent,Ленинский,10.0,18.0,10.7,19.0,4700000.0,1.0, Титова,36.5,Площадь Маркса,2021
real_estate_agent,Ленинский,3.0,5.0,6.0,19.0,4700000.0,1.0, Блюхера,30.5,Площадь Маркса,1963
real_estate_agent,Дзержинский,9.0,9.0,6.0,15.0,4700000.0,1.0, Адриена Лежена,31.8,Золотая Нива,1969
real_estate_agent,Первомайский,3.0,5.0,9.1,15.2,4700000.0,1.0, Маяковского,32.7,Речной вокзал,2012
real_estate_agent,Калининский,5.0,10.0,11.0,21.0,4700000.0,1.0, Свечникова,39.7,Заельцовская,2003
real_estate_agent,Центральный,3.0,5.0,5.0,18.0,4700000.0,1.0, Демьяна Бедного,30.3,Маршала Покрышкина,1966
real_estate_agent,Ленинский,7.0,10.0,11.0,17.0,4700000.0,1.0, Ивана Севастьянова,40.7,Площадь Маркса,2015
real_estate_agent,Калининский,6.0,10.0,8.8,19.0,4700000.0,1.0, Гребенщикова,37.0,Заельцовская,2017
real_estate_agent,Кировский,7.0,18.0,8.8,14.0,4700000.0,1.0, Сибиряков-Гвардейцев,27.8,Площадь Маркса,2024
real_estate_agent,Ленинский,4.0,9.0,8.7,16.2,4735000.0,1.0, Романтиков,36.88,Площадь Гарина-Михайловского,2023
real_estate_agent,Заельцовский,4.0,5.0,6.1,15.5,4700000.0,1.0, Кропоткина,29.0,Гагаринская,1982
real_estate_agent,Калининский,8.0,9.0,7.0,17.0,4700000.0,1.0, Кропоткина,32.0,Березовая Роща,2017
real_estate_agent,Дзержинский,1.0,4.0,10.0,19.0,4700000.0,1.0, Заслонова,34.0,Золотая Нива,2019
real_estate_agent,Калининский,1.0,4.0,7.0,23.0,4700000.0,1.0,Народная ,43.7,Заельцовская,1953
realtor,Кировский,21.0,29.0,4.0,22.0,4700000.0,1.0, Аникина,26.0,Студенческая,2017
real_estate_agent,Октябрьский,3.0,17.0,4.916,19.664,4750000.0,1.0,Закаменский мкр,24.58,Березовая Роща,2024
real_estate_agent,Калининский,4.0,18.0,8.0,18.0,4750000.0,1.0, Краузе,35.0,Заельцовская,1989
real_estate_agent,Кировский,17.0,17.0,10.2,16.5,4750000.0,1.0, Петухова,40.0,Площадь Маркса,2014
real_estate_agent,Ленинский,14.0,17.0,13.5,17.8,4750000.0,1.0,Рельефная ,39.1,Студенческая,2024
real_estate_agent,Ленинский,9.0,17.0,8.5,17.8,4780000.0,1.0, Связистов,36.8,Площадь Маркса,2025
real_estate_agent,Ленинский,3.0,13.0,12.0,20.0,4770000.0,1.0, Романтиков,39.4,Площадь Маркса,2018
real_estate_agent,Заельцовский,9.0,11.0,6.0,27.0,4799000.0,1.0,Кубовая ,38.0,Заельцовская,2014
real_estate_agent,Советский,5.0,5.0,6.0,17.0,4750000.0,1.0,бульвар Молодежи,30.0,Студенческая,1994
realtor,Ленинский,10.0,19.0,8.0,25.4,4750000.0,1.0, Пархоменко,33.4,Площадь Маркса,2014
real_estate_agent,Заельцовский,5.0,5.0,9.0,15.3,4800000.0,1.0,Кубовая ,33.5,Заельцовская,2012
real_estate_agent,Октябрьский,3.0,10.0,16.3,25.3,4800000.0,1.0, Татьяны Снежиной,58.4,Золотая Нива,2011
real_estate_agent,Калининский,3.0,10.0,10.0,15.9,4800000.0,1.0, Тюленина,37.73,Заельцовская,2012
real_estate_agent,Октябрьский,19.0,19.0,10.0,16.0,4800000.0,1.0,Выборная ,34.0,Речной вокзал,2013
real_estate_agent,Кировский,6.0,9.0,5.2,17.0,4800000.0,1.0,Вертковская ,28.9,Площадь Маркса,1980
real_estate_agent,Октябрьский,11.0,17.0,10.3,13.4,4800000.0,1.0,Вилюйская ,36.8,Речной вокзал,2012
real_estate_agent,Кировский,2.0,10.0,11.0,16.3,4800000.0,1.0, Зорге,38.3,Площадь Маркса,2008
real_estate_agent,Заельцовский,5.0,10.0,10.0,15.0,4800000.0,1.0,Кубовая ,35.8,Заельцовская,2014
real_estate_agent,Железнодорожный,2.0,12.0,9.4,17.9,4800000.0,1.0, Челюскинцев,35.4,Красный Проспект,1987
real_estate_agent,Калининский,4.0,19.0,6.6,24.9,4800000.0,1.0, Декоративный Питомник,31.5,Заельцовская,2023
real_estate_agent,Калининский,9.0,10.0,10.2,15.7,4800000.0,1.0, Мясниковой,37.5,Заельцовская,2015
real_estate_agent,Кировский,2.0,10.0,14.0,21.0,4800000.0,1.0, Александра Чистякова,48.3,Студенческая,2023
real_estate_agent,Калининский,9.0,17.0,9.4,21.1,4800000.0,1.0, Краузе,41.4,Заельцовская,2017
real_estate_agent,Калининский,6.0,16.0,9.6,24.799999999999997,4800000.0,1.0, Мясниковой,34.4,Заельцовская,2017
real_estate_agent,Ленинский,1.0,12.0,11.7,15.0,4815000.0,1.0,Новосибирская ,40.81,Площадь Маркса,2015
real_estate_agent,Кировский,3.0,9.0,9.0,18.4,4800000.0,1.0,Беловежская ,40.8,Площадь Маркса,1988
real_estate_agent,Октябрьский,4.0,10.0,14.0,20.0,4800000.0,1.0, Плющихинская,49.0,Золотая Нива,2024
real_estate_agent,Первомайский,6.0,12.0,8.7,16.8,4800000.0,1.0, Марии Ульяновой,32.7,Спортивная,2017
real_estate_agent,Октябрьский,14.0,18.0,14.5,19.0,4800000.0,1.0,Рябиновая ,48.9,Речной вокзал,2026
realtor,Ленинский,8.0,10.0,7.4,29.6,4800000.0,1.0, Титова,37.0,Площадь Маркса,2015
real_estate_agent,Дзержинский,1.0,9.0,5.8,17.0,4859000.0,1.0, Фрунзе,29.3,Березовая Роща,1975
real_estate_agent,Калининский,8.0,10.0,8.5,18.8,4850000.0,1.0, Гребенщикова,36.9,Заельцовская,2017
real_estate_agent,Октябрьский,11.0,17.0,6.0,18.0,4890000.0,1.0,Закаменский мкр,24.0,Березовая Роща,2024
real_estate_agent,Октябрьский,9.0,19.0,8.8,14.6,4850000.0,1.0,Красносельская ,34.9,Золотая Нива,2018
real_estate_agent,Октябрьский,12.0,18.0,9.0,29.0,4900000.0,1.0, Ключ-Камышенское плато,49.0,Речной вокзал,2022
real_estate_agent,Октябрьский,7.0,9.0,5.8,17.0,4900000.0,1.0, Бориса Богаткова,30.0,Золотая Нива,2020
real_estate_agent,Заельцовский,4.0,5.0,6.0,15.1,4900000.0,1.0,Линейная ,27.9,Гагаринская,1974
real_estate_agent,Октябрьский,2.0,9.0,12.0,20.0,4900000.0,1.0, В. Высоцкого,40.0,Золотая Нива,2008
real_estate_agent,Первомайский,13.0,13.0,8.0,25.0,4900000.0,1.0, Твардовского,46.0,Речной вокзал,2015
real_estate_agent,Заельцовский,15.0,26.0,5.420000000000001,21.680000000000003,4900000.0,1.0, Дуси Ковальчук,27.1,Заельцовская,2025
real_estate_agent,Октябрьский,5.0,5.0,10.2,16.2,4940000.0,1.0,Выборная ,42.0,Речной вокзал,2015
real_estate_agent,Заельцовский,2.0,9.0,7.0,17.0,4900000.0,1.0, Кропоткина,32.0,Гагаринская,1984
real_estate_agent,Калининский,3.0,17.0,7.1,17.9,4900000.0,1.0, Краузе,34.6,Заельцовская,2011
real_estate_agent,Железнодорожный,2.0,5.0,6.0,18.0,4900000.0,1.0,Советская ,30.6,Гагаринская,1959
real_estate_agent,Первомайский,4.0,9.0,10.8,13.9,4900000.0,1.0, Радиостанция № 2,40.5,Речной вокзал,2024
real_estate_agent,Ленинский,6.0,17.0,8.6,17.0,4900000.0,1.0, Пархоменко,33.5,Площадь Маркса,2014
real_estate_agent,Заельцовский,8.0,10.0,4.18,16.72,4900000.0,1.0,Кубовая ,20.9,Заельцовская,2013
real_estate_agent,Ленинский,12.0,17.0,12.0,18.7,4900000.0,1.0, Забалуева,37.2,Площадь Маркса,2021
real_estate_agent,Железнодорожный,2.0,9.0,5.7,18.0,4900000.0,1.0, Челюскинцев,30.0,Площадь Гарина-Михайловского,1968
real_estate_agent,Заельцовский,5.0,9.0,5.5,16.9,4900000.0,1.0,Переездная ,29.1,Заельцовская,2022
real_estate_agent,Ленинский,6.0,20.0,14.5,13.0,4900000.0,1.0, Невельского,37.7,Площадь Маркса,2013
real_estate_agent,Ленинский,8.0,10.0,9.6,25.0,4900000.0,1.0, Котовского,34.6,Студенческая,2015
real_estate_agent,Ленинский,9.0,9.0,10.0,16.6,4900000.0,1.0, Романтиков,39.7,Площадь Гарина-Михайловского,2021
real_estate_agent,Октябрьский,21.0,29.0,7.0,28.0,4900000.0,1.0,Вилюйская ,35.0,Речной вокзал,2015
real_estate_agent,Заельцовский,24.0,25.0,5.7,22.0,4970000.0,1.0,Светлановская ,27.7,Заельцовская,2021
real_estate_agent,Ленинский,10.0,10.0,11.0,16.0,4999000.0,1.0,Троллейная ,34.1,Площадь Маркса,2013
real_estate_agent,Дзержинский,5.0,5.0,9.8,18.2,4950000.0,1.0,проспект Дзержинского,42.0,Березовая Роща,1958
real_estate_agent,Калининский,16.0,21.0,13.5,12.5,4950000.0,1.0, Тюленина,33.7,Заельцовская,2025
real_estate_agent,Железнодорожный,1.0,17.0,8.0,25.0,4990000.0,1.0, 1905 года,41.7,Площадь Гарина-Михайловского,1993
real_estate_agent,Ленинский,10.0,10.0,12.5,16.2,4950000.0,1.0,Киевская ,41.1,Площадь Маркса,2009
real_estate_agent,Ленинский,1.0,17.0,8.9,14.6,4950000.0,1.0,63/1,36.4,Студенческая,2009
real_estate_agent,Калининский,9.0,16.0,9.0,15.0,4950000.0,1.0,Красный проспект,34.0,Заельцовская,2017
real_estate_agent,Дзержинский,15.0,15.0,5.5,24.3,4999000.0,1.0, Коминтерна,29.8,Золотая Нива,2025
real_estate_agent,Калининский,3.0,13.0,9.0,19.0,4990000.0,1.0, Имени генерал-майора А.Н. Рожкина,42.0,Заельцовская,2024
real_estate_agent,Советский,3.0,4.0,5.8,18.0,4950000.0,1.0,бульвар Молодежи,32.0,Речной вокзал,1963
real_estate_agent,Кировский,8.0,19.0,17.0,14.0,4950000.0,1.0, Герцена,35.6,Площадь Маркса,2018
real_estate_agent,Калининский,6.0,10.0,7.9,13.3,4965000.0,1.0, Объединения,33.9,Заельцовская,2017
real_estate_agent,Калининский,17.0,17.0,9.8,39.2,4950000.0,1.0, Фадеева,49.0,Заельцовская,2015
real_estate_agent,Ленинский,2.0,17.0,7.1,18.0,4960000.0,1.0,Междуреченская ,38.54,Площадь Гарина-Михайловского,2024
real_estate_agent,Ленинский,11.0,16.0,10.6,17.9,4970000.0,1.0,Спортивная ,35.7,Площадь Маркса,2023
realtor,Калининский,11.0,18.0,7.5,18.0,4950000.0,1.0, Гребенщикова,34.5,Заельцовская,2014
realtor,Октябрьский,2.0,17.0,10.0,25.0,4999999.0,1.0,Узловая ,39.0,Золотая Нива,2020
real_estate_agent,Калининский,2.0,17.0,10.0,16.0,5000000.0,1.0, Мясниковой,36.1,Заельцовская,2016
real_estate_agent,Советский,9.0,10.0,7.6,23.8,5000000.0,1.0, Сиреневая,36.4,Студенческая,2012
real_estate_agent,Ленинский,11.0,20.0,13.0,22.0,5000000.0,1.0, Невельского,38.0,Площадь Маркса,2013
real_estate_agent,Ленинский,7.0,9.0,10.0,25.0,5000000.0,1.0, Романтиков,40.0,Площадь Гарина-Михайловского,2021
real_estate_agent,Дзержинский,9.0,9.0,5.6,16.0,5000000.0,1.0, Гоголя,28.9,Березовая Роща,1984
real_estate_agent,Центральный,1.0,5.0,6.0,19.2,5000000.0,1.0, Гоголя,31.0,Маршала Покрышкина,1962
real_estate_agent,Кировский,7.0,16.0,11.1,19.4,5000000.0,1.0, Громова,41.8,Площадь Маркса,2010
real_estate_agent,Заельцовский,3.0,5.0,5.7,18.8,5000000.0,1.0, Михаила Перевозчикова,31.8,Заельцовская,2022
real_estate_agent,Октябрьский,14.0,14.0,6.2,24.1,5000000.0,1.0,Нижегородская ,30.3,Речной вокзал,2006
real_estate_agent,Октябрьский,7.0,9.0,5.8,17.2,5000000.0,1.0, Бориса Богаткова,29.7,Золотая Нива,1970
real_estate_agent,Дзержинский,9.0,10.0,10.0,18.0,5000000.0,1.0, Есенина,40.0,Золотая Нива,2000
real_estate_agent,Дзержинский,10.0,20.0,4.0,23.6,5000000.0,1.0, Королева,27.6,Золотая Нива,2022
real_estate_agent,Ленинский,17.0,17.0,9.0,17.0,5000000.0,1.0, Пархоменко,33.8,Площадь Маркса,2015
real_estate_agent,Ленинский,9.0,13.0,10.3,16.3,5000000.0,1.0, Ясный Берег,35.3,Октябрьская,2024
real_estate_agent,Ленинский,12.0,13.0,10.3,16.3,5000000.0,1.0, Ясный Берег,35.3,Октябрьская,2024
real_estate_agent,Ленинский,3.0,10.0,10.7,16.2,5000000.0,1.0,Фасадная ,36.1,Площадь Маркса,2012
real_estate_agent,Первомайский,1.0,17.0,15.0,16.7,5000000.0,1.0, Заречная,36.7,Спортивная,2022
real_estate_agent,Ленинский,5.0,10.0,11.0,19.6,5000000.0,1.0, Пархоменко,48.0,Площадь Маркса,2015
